,text_q,text_a,Adults,Chickenpox vaccines,Diphtheria,General immunization,HPV vaccines,Hepatitis A vaccine,Hepatitis B vaccine,Immunization records,Infants & young children,Influenza vaccines,Measles,Meningococcal vaccines,Other,Pneumococcal vaccines,Pregnancy,Rotavirus Vaccines,School-age children & teens,Shingles vaccines,TB skin test,Travel vaccines,Vaccine Schedules,Vaccine ingredients,Vaccine safety,Where to get immunized,mumps and rubella vaccines,tetanus and pertussis vaccines
467,"I'm required to demonstrate proof of immunity to MMR for university. Where can I book a titer test to prove that I am immune to measles, mumps, and rubella? And would MSP cover it?
","You will need to request a laboratory requisition from your doctor for the titer.  Most laboratories provide services on a walk-in basis - your doctor can provide you with more information regarding this and MSP coverage.  
- Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
468,"I live in Golden BC. There are no Flu shot clinics listed for Golden, is it not happening this year?
","The locator is currently being populated with clinic information for the 2019-20 influenza season, and more clinics will be added. In B.C., clinics will likely have the influenza (flu) vaccine by late October or early November. Some pharmacies and clinics may have it earlier. You can contact your local health unit or pharmacy to find out when the vaccine will be available in your area. You can also use our influenza (flu) clinic locator at a later date to find a clinic near you.
Immunization Nurse
	 
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,"do I need ID to get a copy of my childs vaccination history?
","Health care professionals provide documentation of the vaccines given at each visit, usually in your child's health passport or immunization record card. To ensure privacy of health information, you may be required to provide identification (ID) when requesting a copy of your child's vaccination history. Read our tips on locating immunization records here.
Immunization Nurse
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,"Am I able to get my 6 month old daughter a MMR shot?
","The Measles, Mumps, Rubella (MMR) vaccine is not recommended for infants under 12 months of age:

		Infants under 12 months of age may not respond to the measles component of the vaccine due to the presence of antibodies received from their mother during pregnancy.

		MMR vaccine is only recommended for infants 6 €“ 11 months of age if traveling overseas to areas with ongoing measles outbreaks. Such infants would still require 2 doses of MMR vaccine after 12 months of age. To receive vaccines related to travel, contact a travel health clinic.
Read more about measles and the MMR vaccine here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
471,"Can out-of-province visitors get MMR booster in Vancouver? Where? Is there a cost? My mom's visiting next week- don't know vaccine history (born 1960 in SK). We have a 2 month old.
","In BC, individuals are considered as immune to measles with a birth date before January 1, 1970 (except for health care workers). Those who had measles in childhood are considered immune and the Measles, Mumps, Rubella (MMR) Vaccine is not recommended. Ask your mom to speak with her health care provider in Saskatchewan if she doesn't remember having measles in childhood.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
472,"Hi- I don't remember if I was vaccinated for hep a and b? Is it safe just to get them if there is a possibility I might been vaccinated 10 years+ ago? 
","Getting an extra dose (or doses) of the hepatitis A and B vaccines if your immunization history is unknown is not harmful and ensures protection.
However, you may be able to locate your records. You can find tips for locating immunization records here.
Immunization Nurse
",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
473,"Hello, I am a student at the Okanagan College and they need an immunization record signed by a Health care provider. Can I go to the Health unit for this? I have gathered all the immunization proofs. Thank you!
","In BC, services vary by location. Use our health unit finder to locate the Interior Health community health centre closest to you. Contact them and ask when an intake nurse is available to review your immunization records and complete your school form. 
Immunization Nurse
",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
474,"How many needles will my child need she's 5
","If your child is up-to-date with the BC immunization schedule, there are two vaccines at the four-six years of age visit. You can get a personalized vaccination schedule for what your child (to six years of age) should have received here.
Immunization Nurse
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,"I have a 6th grader daughter and she missed her shot because shes away that day when the public health nurse went to their school.What do i need to do now?
","
	You can contact your local public health unit to make an appointment for your daughter to get the vaccine(s) she missed.  You can find the contact information for your local public health unit here. 

	 

	- Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
476,"A larger concern surrounding Vaccination is the explosion of Chronic Illness and Autoimmune Disease. Has the Research into this been done? If so, please provide information.
","Many studies have been completed and have not found vaccines to cause chronic illnesses such as asthma, or autoimmune diseases such as diabetes and multiple sclerosis.  
You may be intersted in the following:
Vaccines and Autoimmune Diseases
Addressing Parents' Concerns: Do Vaccines Cause Allergic or Autoimmune Diseases?
Adverse Effects of Vaccines Evidence and Causality
You can find information on vaccine safety in Canada here. 
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
477,"I had shingles in Sept.2018 when can I get the shingles shot and also when can I get the flu shot safely.
","Shingrix® is recommended for adults 50 years of age or older including those who previously had shingles. Immunization may be considered at least one year after having shingles. The vaccine should not be given to those who currently have shingles. Read more about the shingles vaccines here.
The injected influenza vaccines are inactivated (non live) and there is not a vaccine safety reason to delay the influenza vaccine after having shingles. Discuss your current health and any concerns with your immunizing health care provider. Find an influenza vaccine (flu shot) clinic near you here.
Immunization Nurse
",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
478,"What year did grade 9 students start getting the measles booster? I am pretty sure I got it. This would have been in 1987.
","In BC, there is not a grade 9 Measles, Mumps, Rubella (MMR) Vaccine program. Below is a summary of measles-containing vaccine programs before 1987:

		1969-Measles vaccine recommended for infants at 12 months of age, preschool, and susceptible school children

		1981-One dose of MMR vaccine  provided for all children 12 months of age and older

		1986-One dose of MMR vaccine catch-up program for all children from Kindergarten to grade 12
Tips for locating immunization records are here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
479,"Should you eat before a vaccine
","It is fine to eat and drink before and after most vaccines. If you are taking an oral (by mouth) vaccine, speak with your health care provider
Eating before a vaccine may be helpful for some individuals who have needle fears or a history of fainting with needles. Read about how to prepare for a positive immunization experience here.
Immunization Nurse
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,"Hello, I am travelling this winter and trying to find a Hep B booster. Do you have any in stock right now? Thank you 
","In general, adults receive the Hepatitis B vaccine as a three dose series once in a lifetime. Learn about Hepatitis B and who receives the publicly funded (free) vaccines here. Find your local public health unit here.
Anyone who is not eligible for a free hepatitis B vaccine can purchase it at most pharmacies, travel health clinics and some doctors' offices. Read more about travel and vaccines here.
Immunization Nurse
",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
481,"Is it possible to get the third Hep B vaccine earlier than 6 months? I need it for a school program due August 2019. My first Heb B shot was on April 7th. When's the earliest I could finish the Heb B series?
","For optimal immune response, it is always best to stick to the recommended schedule. However, vaccines can be given at what we refer to as a €œminimum interval€ which is the shortest time between two doses of a vaccine in a multi-dose series in which a protective response to the subsequent dose could be expected. The 2nd dose of Hep B can be given as soon as 4 weeks after the 1st dose. The 3rd dose should be given at least 8 weeks after the 2nd, and 16 weeks after the 1st. Please speak with your immunization provider to discuss your Hep B vaccine schedule.
Immunization Nurse
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,"Should I bring my 7mth old to get her flu vaccine booster if she has had a bad cold for the last week? Or should I wait until she is healthy again?
","If your 7 month old is due for her 2nd flu vaccine booster, she can receive the vaccine now. Minor illnesses such as teething, stomach upsets, and the common cold, with or without fever, frequently occur in young children and are not a contraindication to immunization.  Available evidence supports that having an illness (such as a cold) does not reduce how well the vaccine works or increase the risk for vaccine side effects.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
483,"I was born in 1989. I read something that says I may need another measles vaccine- what should I do? (I can't find my vaccinations list and the doctor doesn't have it)?
","Our tips for locating immunization records are here. If you are unable to locate any of  your immunization records, It is recommended that people born in 1970 or later get 2 doses of the Measles-Mumps-Rubella (MMR) Vaccine. Publicly funded (free) vaccines are available from your local health unit, some family doctors and many pharmacists.  Services vary throughout BC.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
484,"Asked yesterday about where the general public can get flu shots. In other years, we have gone to Beban Park, etc. These don't seem to be on the list. Are there any?
","At ImmunizeBC, our influenza clinic locator information is completed by health units, pharmacies, doctors' offices etc., that choose to use our site. They may not list all the clinics or services they are providing. If you require additional details about availability of influenza clinics offered by public health in your area, please contact your local health unit directly. Our Health Unit finder is here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
485,"We just moved to Nova Scotia & my son started gr. 7-they have upcoming vax clinics but he just did vax in BC BUT I dont have his immu record-how can I know what vax he has/needs?
","If your son was immunized at school in BC, the public health unit in the city or town he attended school in will have a record of his immunizations. You can find the contact information for public health units in BC here.  Your health care provider in Nova Scotia can review his record and tell you if he is missing any recommended vaccines. 
You can find more information on locating immunization records here. 
You can find BC's school age immunization schedule here. 
- Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
486,"Where are vaccines purchased from?
","You can purchase and receive vaccines at most pharmacies and travel clinics. Services vary across B.C.. Find a travel clinic near you here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
487,"What if I didn't get my second dose of Shingrix in six months' time?
","If more than 6 months have passed since your first dose of Shingrix, you should get the second dose as soon as possible. Two doses are needed to ensure protection. You do not need to restart the vaccine series. 
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
488,"I have had a severe case of red eyes, soreness and weeping eyes since receiving the flu shot. One internet site indicates that red eyes are a reaction to the flu shot?????.
","It is important to report any unexpected reactions after a vaccine to your health care provider. In the 24 hours after an influenza vaccine, fewer than 1 in 20 people may have oculo-respiratory syndrome (ORS).  ORS symptoms include: red eyes and a cough and/or sore throat and/or hoarseness.
Contact the health care provider that gave you your inactivated influenza vaccine (flu shot) to report your symptoms. Or contact your local health unit here so that this can be investigated further. 
Immunization Nurse
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
489,"Which vaccine would cause the vaccinated individual to become an asymptomatic carrier of a disease? If they come in contact with it. Meaning they could spread it to babies etc. If you cant answer this i question your ability to advise people to vaccinate due to lacking knowledge.
","Live attenuated vaccines are made from a weakened version of the germ (virus or bacteria) that causes the disease. When a person receives a live vaccine, the germ in the vaccine multiplies (grows) in the body and stimulates an immune response almost identical to that produced by natural infection. Because it is weakened, the vaccine germ cannot multiply enough to cause disease in people with healthy immune systems. If there are any special precautions to be taken after receiving a live attenuated vaccine, the healthcare provider will review with you. For example:

		very rarely, a person who develops a rash after being immunized can spread the virus from the chickenpox vaccine. To prevent spreading it to others, cover the rash until the blisters have dried and crusted over.

		the virus from the rotavirus vaccine may be found in a baby's stool for at least 10 days after immunization. Parents and caregivers should wash their hands thoroughly after changing diapers.
Remember, it is much safer to get the vaccine than get the disease it prevents. If you have more questions, speak with your immunizing healthcare provider.
Immunization Nurse
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
490,"who do I raise the issue with the lack of flu shots being available? I have gone 3 times over a spread of 2 weeks to get a flu shot with no results. this is costing too much time
","Have you checked the Influenza (Flu) Finder? It will provide you with clinics in your area. Phone numbers are provided so you can call ahead. If you continue to have problems, we recommend that you call your local health unit. You will find the number here. You may also consider providing feedback on your health authority website in their compliments and complaints section.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,"Hi, As I am preparing to leave BC for another job in Toronto, I would like to request my immunization records. I work for VCH, in neuromuscular diseases unit at VGH. How can I get that? I have to mention that I don't have a family Dr.
","Finding Your Immunization Records 
ImmunizeBC does not have access to your immunization records.  If you need a copy of your immunization records, there are several places you can look:

		Check your home for your paper record of immunization.  Try looking through baby books or other saved documents from your childhood.

		Check with your parents or other caregivers to see if they have a record of your immunizations.

		Check with your previous family doctors. Keep in mind that immunization records are kept at doctors' offices for a limited time.

		Check with your Occupational Health department if vaccines were provided by them.

		Check with your local public health unit if you were immunized at the health unit or in school.
Without a record of immunization (or proof of immunity to a disease), a person is considered unimmunized and unprotected and should generally be vaccinated (or revaccinated) to ensure protection.  It is safe to repeat vaccines.  You can also have your blood tested for antibodies to determine your immunity to certain diseases. Your health care provider can help you determine what is best for you.
Immunization Nurse
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,"can a 34 married female who had a 10-year-old boy get injected with HPV9 vaccine? she was infected by hpv(high in hpv16 18 52)two years ago, and she is fine after the surgery.
","The HPV vaccine is recommended for adult women up to 45 years of age.  Women may be immunized even if they have had a known HPV infection or have had previous Pap abnormalities (including cervical cancer).  Women who have had a known HPV infection will benefit from receiving the vaccine for the HPV types for which they have not been exposed.  The likelihood of having been exposed to all types of HPV contained in the vaccine is low (the HPV9 vaccine protects against 9 different types of HPV). HPV vaccines do not treat infections. 
The nurses at ImmunizeBC only provide general information about immunization and do not provide individual consults.  It is recommended that the woman you are referring to follows up with her health care provider who can make an individual recommendation for her.  
You can find more information on HPV vaccines on our HPV page. 
- Immunization Nurse
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,"Do I need to get the MMR booster? I was born in the UK in 1947 and lived there until 1979
","In BC, anyone born before 1970 is considered immune to measles and the Measles, Mumps, Rubella (MMR) Vaccine is not recommended. Learn more about measles and the MMR vaccine here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
494,"Hello. I'm planning to move to another province. And I need my kids' immunization records for registration of the new elementary schools. How can I get them? In advance thanks
","Find tips for locating your childrens' immunization records here.
Immunization Nurse
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
495,"Are you able to provide me with the immunization history for my son. If so how can I obtain it?
","There is no central registry of all immunizations provided in BC. If you no longer have a paper record of your child's immunizations, you can contact the clinic (public health unit or doctor's office) where your child was immunized and request a copy of their records. 
You can find the contact information for public health units in BC here.
You can find more information on locating immunization records here.
Immunization Nurse
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,"How many severe adverse reactions to infant immunizations occur each year in Canada? What are the lifelong affectsto those who have severe adverse reactions?
","Vaccines are among the safest medical products available, but like any medicine, they can cause side effects. Serious side effects from vaccines are rare. For example, the estimated annual reported rate of anaphylaxis ranges from 0.4 to 1.8 reports per 1,000,000 doses of vaccine distributed in Canada. These statistics include all vaccine doses; not just those given to babies. The vast majority of side effects from vaccines are minor and temporary, such as a sore arm or mild fever.  The risks from the diseases vaccines prevent are much greater than the risk of a vaccine side effect. We recommend that you contact your local community health centre/public health unit and ask to speak to a public health nurse if you have further questions. You can find the number here.
Immunization Nurse
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
497,"my daughter needs her grade 6 shots (age 12) is the hpv9 replacing hpv4? Has meningococcal c changed to a 4 strain vaccine given in grade 9 and nothing in gr 6?
","In September 2016, the HPV9 vaccine replaced the HPV4 vaccine which was previously provided to girls in grade 6 as part of the school-based immunization program.
Also in September 2016, the booster dose of the meningococcal C vaccine that was previously provided in grade 6 as part of the school-based immunization program was replaced with the meningococcal quadrivalent conjugate vaccine which is now provided in grade 9. 
You can find the vaccine schedule for school age children in BC here.
The following HealthLinkBC Files contain information on grade 6 and grade 9 immunizations:
HealthLinkBC File: Grade 6 Immunizations in BC
HealthLinkBC File: Grade 9 Immunizations in BC
You can also contact your local public health unit for information on school age immunizations. 
- Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
498,"Can rabies vaccine decrease or demage the white blood cell
","Vaccines are very safe and effective and prevent diseases that can be dangerous, or even deadly. They work with the body's natural defense system to safely develop immunity to disease. They enlist the help of white blood cells to fight infections, produce antibodies and make cells called memory cells, which go into action quickly if the body encounters the same germ again.
For more information about rabies vaccine please see here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
499,"Is the MR2 vaccine the second MMR vaccine? I am looking at my immunization records from when I was a child and just wanted to confirm I received them all.
","In 1996, the measles, rubella (MR) vaccine campaign provided children 19 months of age and older (toddlers, preschool children, elementary, secondary, and post-secondary students) a second dose for measles protection. Records for this MR vaccine campaign were provided to parents only and not retained by health units. If you have documentation of 2 measles containing vaccines you are considered protected and no further doses of Measles, Mumps, Rubella (MMR) Vaccine are recommended.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500,"Hello, my question is..... can an individual who has just been vaccinated for MMR visit a new born baby in the hospital or visit a grandparent in a care home?
","The MMR is a live, attenuated vaccine. Live vaccines are made from a weakened version of the germ that causes the disease, so there is no concern about transmitting a disease-causing virus from a recently vaccinated individual. If you have further questions, please contact your immunization provider.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
501,"Hi, I have just got my 3rd twinrix vaccine, I had one vaccine two years ago, one two years before that. What is my immunity, do i need another booster before travelling in 3 weeks
","ImmunizeBC does not provide travel vaccine advice. Please speak with the health care professional who provided your last dose of Twinrix®  or make an appointment at a travel health clinic to review your vaccine records. Find a travel health clinic near you here.  Our Travellers section is here.
For almost all vaccines (except for oral typhoid vaccine), an interruption of a vaccine series does not require starting the series over again, regardless of the time between doses. Twinrix® (combined hepatitis A & B vaccine) is given to adults as three dose series over six months. Travel health clinics also do a rapid dosing vaccine schedule. Protection (immunity) may not be attained until the recommended number of doses has been administered.
Immunization Nurse
",1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
502,"is twinrix covered by medical for hemophiliacs?
","Twinrix (hepatitis A and B combined vaccine) is not currently publicly funded in B.C. for any groups. Some health insurance plans may cover the cost of the vaccine; check with your provider.  However, the individual hepatitis A and hepatitis B vaccines are publicly funded (free) for those who have hemophilia or receive repeated infusions of blood or blood products. You can find more information on the hepatitis A vaccine here and the hepatitis B vaccine here. 
Immunization Nurse
",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,"I missed the meningitis vaccine in grade 9. I am 19 and went to get it today. However, I found out I only got Men-C and not the 4-in-one. I am worried about the outbreak in the Okanagon of the W strain. Can I still get the 4-in-one vaccine, after getting the Men-C vaccine? Is it safe ?
","It is safe to receive the 4 in one but the recommended interval between any meningococcal C conjugate vaccine and meningococcal quadrivalent conjugate vaccine (4 in 1) is 4 weeks. We recommend that you speak to your immunization provider to determine if you qualify for free meningococcal quadrivalent cojugate vaccine or whether you are at risk. If you don't qualify for free vaccine, you can purchase it at most pharmacies and travel clinics.
For more  information about the outbreak in the Okanagan, please check the Interior Health website here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,"If I have my Indian Status number, are the cost of immunizations covered- hep A/B/C ?
","All Aboriginal children and adolescents aged 6 months to 18 years are eligible for publicly funded (free) Hep A vaccine. To see who else is eligible, check here. All BC residents must meet the eligibility criteria for Hep B to get publicly funded vaccine. You can find out who is eligible here. Anyone who is not eligible for a free hepatitis A and B vaccine can purchase it at most pharmacies and travel clinics. Currently, there is no vaccine for Hepatitis C. For other questions regarding vaccines or eligibility, please contact your immunization provider.
Immunization Nurse
",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,"My husband and I are planning a vacation to Costa Rica late February early March. What immunization are necessary?
","ImmunizeBC does not provide travel vaccine advice. Find out which vaccines may be recommended or required for your destination here.
Travel vaccines are available from travel health clinics, most pharmacies and some doctors' offices. There is a charge for most travel vaccines.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
506,"2 month old just received scheduled immunization, going to visit sister who said her family has whooping cough is my 2 month old safe to take to visit?
","It is not safe for a 2-month-old to have contact with anyone who has pertussis (whooping cough), regardless of whether or not they have received their 2-month vaccines. Infants need multiple doses of the pertussis vaccine to be protected and even when the recommended number of doses have been received, protection cannot be guaranteed. 
Pertussis can cause complications such as pneumonia, seizures, brain damage and even death. These complications happen most often in infants under 1 year of age. 
Further, anyone who has contact with someone with pertussis is at risk of contracting pertussis and passing it onto others, including infants.   
We recommend that you contact your local public health unit for more information and for advice in your situation. You can find the contact information for your local public health unit here.  
People who have symptoms of pertussis should follow up with their health care provider right away to be assessed. 
- Immunization Nurse
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
507,"Where can my child get a flu mist instead of a flu shot. I live on commercial drive. Thank you
","FluMist® is not available in Canada for the 2019-2020 flu season. All available flu vaccines are by given by injection. 
Use our influenza (flu) clinic locator to find a flu clinic near you. Please note that pharmacies only immunize children 5 years of age and older. You can also contact your local health unit for information on flu clinics in your area. 
Immunization Nurse
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,"Where are the vaccines manufactured?
","In Canada, vaccines are purchased from variety of vaccine manufacturers to help ensure a steady supply of quality vaccines for all Canadians. This process is coordinated by the Government of Canada to ensure vaccine purchases are coordinated, equitable and affordable. You can learn more here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
509,"If a child got mumps, does he still need mmr vaccine?
","A child with a clinical diagnosis of acute mumps and laboratory confirmation of the same is considered to be immune to mumps. If a child is immune to mumps, the Measles, Mumps, Rubella (MMR) vaccine is still recommended for protection against measles and rubella. 
For more information about the MMR vaccine, please see the HealthLinkBC File: Measles, Mumps, Rubella (MMR) Vaccine. 
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
510,"I need my immunization records from when I was a baby. I got my shot in Cranbrook up until age 1.
","Tips for locating immunization records in BC are found here. Find the contact information for the Cranbrook health unit here.
Immunization Nurse
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,"Why aren't my Grade 6 immunizations on my immunization record? Would my school have a record of it?
","In BC, schools do not store/provide students' immunization records.
Depending on where you went to school in BC, you should have been given a paper vaccine record to take home and keep as proof of the vaccine(s). The health unit would also retain a paper copy. In some areas, the grade 6 vaccine paper record may have also been entered into an electronic public health information system. Tips for locating immunization records are here. Contact the local health unit where you went to school in grade 6 to ask about locating your vaccine records.
Immunization Nurse
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,"My son is in grade 9. He missed his meningococcal vaccine from the school. How and where could I get him vaccinated for the same. 
","If your son missed the routine grade 9 vaccines at school, there may be a catch-up offered at a later date at the school. You can also make an appointment at the health unit. Find a location here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,"Is there any community health centre in Vancouver that offers infants immunization on the weekends (Sat or Sun)?
","We don't have that information at ImmunizeBC. Please contact your local health unit for that info. You can find the phone number here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
514,"A co-worker got a flu shot (& pneumonia shot) on Oct 31.Today her arm is swollen at the site and hurts-the pain is 8/10.She has been suffering from a headache.What should she do?
","We recommend that your co-worker contact her local public health unit or immunization provider for further assessment. Outside of business hours, she can also contact HealthLinkBC at 8-1-1 to speak with a nurse. 
	- Immunization Nurse
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,"My son has his one year immunization on nov 7. I would like to get him the flu shot as well. Should we wait a certain number of days between getting his immunization and the shot
","The inactivated influenza (flu) vaccine (flu shot) can be given at the same time or any time before or after the 12 month vaccines. 
Immunization Nurse
",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,"is your arm supposed to be really sore and swollen like you have a knot in it after you get a Meningococcal young adult vaccination
","Common reactions to the vaccine may include soreness, redness and swelling where the vaccine was given. Headache, muscle soreness, chills, fever, and nausea may also occur after getting the vaccine. These reactions are mild and generally last 1 to 2 days. After a vaccine, pain and swelling can be managed with cold compresses at the injection site and acetaminophen, if needed. Avoid pressure on the injection site.
It is important to always report serious or unexpected reactions to a health care provider. Pain or redness, or swelling that goes past the nearest joint (shoulder or elbow) or pain or redness, or swelling that persists for 10 days or more, should be reported to the health care provider that gave the vaccine.
If you are concerned about your health, please speak with your health care provider.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
517,"i want to get rabies vaccine. how would i proceed
","Rabies is a very serious and almost always fatal disease caused by a rabies virus. If you are concerned that you have been exposed to rabies, seek medical care from your health care provider or local health unit right away.
If you are travelling and want to be immunized for rabies, in BC you can receive this vaccine from travel health clinics and may be available through some pharmacies/doctors' offices. There is a charge for most travel vaccines. 
Immunization Nurse
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
518,"is there a Tetanus Diphteria without the Pertussis for those children where pertussis vaccination is contraindicated it's available in USA under DT paediatric by Sanofi distributor for under 6 years age
","Speak with your healthcare provider about your child's contraindication to receiving pertussis containing vaccines. It is important to ensure your child is protected against the diseases contained in the DTaP-HB-IPV-Hib combination vaccine. You can speak with a nurse at a health unit; find the clinic nearest you here.
Diphtheria and Tetanus Toxoids Adsorbed (DT) (for pediatric use children up to 7 years of age) is not available in Canada. In BC, the Tetanus and Diphtheria (Td) Vaccine can be given to people who are at least 7 years old. 
Immunization Nurse
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
519,"What to do if the second booster of Hepatitis a booster is missed for a child?
","For most people, hepatitis A vaccine is given as two doses, six months apart. Learn more about the disease and vaccine here. The Hepatitis A vaccine is publicly funded (free) for some individuals in BC. If your child is eligible for the vaccine for free, you can book a vaccine appointment for the second dose at your local health unit. Our health unit finder is here.
Anyone who is not eligible for a free hepatitis A vaccine can purchase it at most pharmacies and travel clinics.
Immunization Nurse
 
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,"Why is immunization taken on the upper arm swollen after a long period of time
","Soreness, redness, and swelling where the vaccine was given is a common harmless side effect of vaccines but will generally subside after a day or two.  We recommend that you call your local public health unit and ask to speak to a public health nurse who will be able to do a further assessment. You can find the number here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
